4.224573043424869638e+02	1.325948358136121499e+02	3.781707830291363734e+02	7.719357792389142325e+00	3.566059737911415173e+00	4.179957605670011844e+00	-1.603532762258314648e+00	9.206380504974346124e+00	7.653613556636345905e+00	9.442479148687377588e+00
-3.318919358951211507e+02	7.344783575043229575e+02	-7.274151707398979738e+01	-3.493469500993519716e+00	2.007672170913812337e+00	-1.771649649333846099e+01	2.542328044842103729e+00	1.459306298762246001e+01	1.633000084137262320e+01	8.513571740079246553e-01
5.521248908929212575e+02	5.968157506448085314e+02	-1.657890873100928530e+01	-1.244106093928694179e+01	-1.294808342553953118e+01	9.862398757632341528e+00	6.243439578807167933e+00	4.322085173324746066e+00	1.776903573419485483e+01	1.501464447786753142e+00
1.616803136844045952e+01	-7.573433150732995500e+02	3.914301402495907496e+02	-1.054719354551735577e+01	3.024763398285464255e+00	4.286183561766641503e+00	-9.161555660828700098e+00	-1.416354714451261110e+01	3.240532700455242665e+00	-2.329675013490437152e+00
-5.388821357446301974e+00	7.930521237672036250e+02	3.945300886709117094e+02	-1.134947983505399982e+01	2.024820033737912972e+00	-1.267632751921264900e+00	-3.238727458979763885e+00	1.483999913621260047e+00	-9.441230428995388557e-01	9.865255729823637409e+00
5.493724278612752414e+02	5.979596150137988388e+02	-2.758568469135282797e+01	4.014915099753457284e+00	-8.530802013069214151e-01	8.650642884032224700e-01	1.147584255990050650e+01	7.347989903281506585e+00	-1.630557318753913520e+00	1.963497153428268360e+00
-6.415627265783969051e+02	-4.663697083321162040e+02	8.838774837026234366e+01	-1.054103021728491463e+01	3.359868480680525682e+00	-1.774869252225798633e+01	2.419003137426818739e+01	-1.451556780448118200e+00	1.853496991197800270e+01	-1.490011408450066810e+01
4.522649510002776196e+02	6.689041519868757177e+02	-7.099890150688092660e+01	6.815007085730862002e+00	-8.240030717254425596e+00	-2.235536450301579547e-01	1.289342780574387781e+01	-6.334581803897919805e+00	2.046921413162868575e+01	3.106470235618345122e+00
-6.951910206362020972e+01	8.878658195205294987e+02	-3.935965929035853037e+02	1.230053984829822422e+00	-5.484648722843294522e+00	9.096172594415302015e+00	1.475823810739210806e+01	5.842338688399218327e+00	-5.739630474643862001e+00	3.509129131145896530e+00
-2.285440644168422182e+02	7.827679453892777701e+02	-5.633421710774722868e+00	-1.385153633106736493e+01	-4.080978553088387528e+00	1.571255438520716696e+00	5.581184795554239741e+00	2.043915506348757560e+01	-4.685805110657524253e+00	-4.079067692517994725e-01
