-6.900672055202052491e+01	-3.033701211863537992e+02	5.185017792695250591e+02	-3.963243984478764581e+00	2.633582670463662367e+01	6.776006268787689635e+00	-6.536089631428014357e+00	-8.634613098931620545e-01	-1.196677825278382512e+00	-1.739460281601007807e+01	-9.265211070483372779e+00	1.266874748834127651e+01	-9.597476480933943677e+00	4.650937487503692402e+00	-1.944409602083052491e+01
-5.375999278114018125e+02	-5.837831564763371262e+02	-1.618550831110701083e+01	1.045922755654372338e+01	-1.244341716651872431e+01	-9.001310231659362060e+00	-9.948218622561856961e+00	-1.950196082501303607e+00	8.544815171717473845e+00	6.348023724992621020e+00	-9.478051318713522022e+00	-3.859818414556550170e+00	-1.272057343533102447e+01	-3.819509487788975477e+00	-2.900738252086411251e+01
-6.916212066661682911e+02	-3.653774063882073619e+02	7.205349859472813989e+01	-1.373364910576949427e+00	-1.273576135186445590e+01	-8.239633321962311907e-01	3.961098156151197536e+00	4.408254321329346581e+00	-7.147722367836159663e+00	4.825799522702719280e+00	-3.670664686571507129e+00	7.639617238031171986e+00	8.900436782256415214e+00	-1.795219442874558169e+01	-7.421346309982734812e-01
-8.218454200062799941e+01	-9.953127748618906026e+02	3.457219824415835774e+02	-1.295041782672073705e+00	5.859491731325360497e+00	2.241388606260260374e+00	1.199595014647507085e+01	1.274720132862334765e+01	1.387564803163170879e+01	1.040487218128148683e+01	-1.368090602339996131e+01	-2.936619283296215244e+00	-3.088665978499598452e+00	-7.678827295177843126e+00	2.918598812502674278e+00
-7.395185221282329735e+01	-6.978921468247755229e+02	-4.006643689846915777e+02	5.711818048171536377e-01	3.538625252017485678e+00	-8.499792801321603974e+00	3.789387719835641821e+00	-1.524006102703225007e+00	-1.919841072982429120e+00	2.063487981303328667e+00	-1.290996259862421347e+01	-1.748838282767074120e-02	-2.585979542850647661e+01	4.676396395164792885e+00	1.081022814201206828e+01
-7.490512964265474238e+02	2.730113830665677028e+02	4.626098914877016455e+01	-1.557926641233848386e+00	-3.763865471762394499e+00	8.219694993090040924e+00	-1.173429564334243480e+01	1.288048257353564452e+01	-9.167823562743647514e+00	-1.943229696314747912e+01	-3.351042086673497344e+00	2.066559190376294097e+00	-5.640643522996381387e-01	-8.086787733572604608e+00	1.801148684316401294e+00
-7.199501088122738111e+02	3.549077124295830572e+02	6.519245707227962328e+01	1.815966917065989783e+00	-4.629490363290968524e+00	-4.010800222839852935e+00	-7.891109222542230128e+00	8.939074619311222492e+00	-2.020984173473137080e+00	3.526228763024306545e+00	-6.435032912268793481e+00	8.248395315058624888e+00	-4.688960557094335790e+00	4.165301473298791635e+00	2.160867717052080472e+00
-2.884805044441665132e+02	-7.326540216143342832e+02	-5.063181142767520271e+01	-1.223023093405786454e+01	1.618076996644876075e+01	-5.663947723400559298e+00	-3.765711616033776465e+00	-9.577594010723766260e+00	2.026845183830071839e+00	-1.212459537089854766e+00	-2.110857506155269014e+00	-6.499061005402644753e+00	-8.600666181051104531e-02	5.781388658151971782e+00	-1.275176477893083060e+01
-8.683079938244955542e+01	-6.393585086245353750e+02	-3.586047568047934533e+02	-1.331351967408673231e-01	7.008594755855793501e+00	-1.073743867395144136e+01	-1.488936794793762530e+01	5.026522875835427229e+00	-2.702182600669154056e+00	1.703815934985970415e+01	-8.044182055336010606e+00	-1.031091820239109502e+01	-5.160481667633690428e+00	7.637836506653226998e+00	3.274933200705762104e+00
-7.936414450462025343e+02	1.232153026883675722e+02	-5.227798600287486153e+01	2.773851047797641023e+00	-2.778255096905122734e+00	9.293548227369653247e+00	1.056177783583155438e+01	5.256742497013139115e+00	-9.370611851724618191e+00	-6.084802299078305943e+00	-5.094999576675364850e+00	-8.957052784305502557e-01	-7.073213853802089446e+00	-5.904394683325481452e+00	1.164578544043271258e+01
