-9.788854612676962006e+02	9.094982401876419544e+02	2.155121586112050522e+02	-3.963243984478764581e+00	2.633582670463662367e+01	6.776006268787689635e+00	-6.536089631428014357e+00	-8.634613098931620545e-01	-1.196677825278382512e+00	-1.739460281601007807e+01	-9.265211070483372779e+00	1.266874748834127651e+01
-2.243882270467478293e+02	7.752772629341330912e+02	-2.425277435536041182e+01	9.014232546991525652e+00	3.512113669602889288e-01	-3.690074114197230970e-01	1.045922755654372338e+01	-1.244341716651872431e+01	-9.001310231659362060e+00	-9.948218622561856961e+00	-1.950196082501303607e+00	8.544815171717473845e+00
8.000991256711760116e+02	-1.092737834880775551e+02	-6.237186190485878257e+01	-1.272057343533102447e+01	-3.819509487788975477e+00	-2.900738252086411251e+01	1.279209334913293183e+01	1.383480697200755394e+01	-6.675098670077624696e+00	-1.373364910576949427e+00	-1.273576135186445590e+01	-8.239633321962311907e-01
3.644934014625747665e+01	2.561903000460546309e+02	3.036670157812296793e+02	4.825799522702719280e+00	-3.670664686571507129e+00	7.639617238031171986e+00	8.900436782256415214e+00	-1.795219442874558169e+01	-7.421346309982734812e-01	-4.776579076478836505e+00	-1.898469508550997276e+01	-1.331618862435526651e+01
1.918819614632241155e+01	4.050217644601783604e+02	-2.363292355728907523e+01	1.199595014647507085e+01	1.274720132862334765e+01	1.387564803163170879e+01	1.040487218128148683e+01	-1.368090602339996131e+01	-2.936619283296215244e+00	-3.088665978499598452e+00	-7.678827295177843126e+00	2.918598812502674278e+00
7.767235491939327403e+02	1.656349644523890277e+02	-4.000440775501461133e+01	5.711818048171536377e-01	3.538625252017485678e+00	-8.499792801321603974e+00	3.789387719835641821e+00	-1.524006102703225007e+00	-1.919841072982429120e+00	2.063487981303328667e+00	-1.290996259862421347e+01	-1.748838282767074120e-02
7.549267488967334430e+02	1.789531079795019082e+02	-9.226581059852417610e+00	-1.744122167908862764e+00	-1.252668322507176768e+01	-1.587818203274240780e-01	-1.557926641233848386e+00	-3.763865471762394499e+00	8.219694993090040924e+00	-1.173429564334243480e+01	1.288048257353564452e+01	-9.167823562743647514e+00
-8.107008205934068883e+02	-1.212243788172064711e+02	-4.845528192316155724e+01	-5.640643522996381387e-01	-8.086787733572604608e+00	1.801148684316401294e+00	3.600175436522021766e+00	1.362339376919288902e+01	-5.122193004772684688e+00	1.815966917065989783e+00	-4.629490363290968524e+00	-4.010800222839852935e+00
4.398872711491182486e+01	-8.612564996473799965e+02	-3.958135454965248528e+02	3.526228763024306545e+00	-6.435032912268793481e+00	8.248395315058624888e+00	-4.688960557094335790e+00	4.165301473298791635e+00	2.160867717052080472e+00	-2.617403523925210695e+00	1.452887937595473744e+01	-4.042152452405199270e+00
-8.112025638798736509e+02	-2.435577141439212667e+01	-8.199199306390320885e+01	-3.765711616033776465e+00	-9.577594010723766260e+00	2.026845183830071839e+00	-1.212459537089854766e+00	-2.110857506155269014e+00	-6.499061005402644753e+00	-8.600666181051104531e-02	5.781388658151971782e+00	-1.275176477893083060e+01
