7.751523747116364120e+02	6.548704866201693449e+02	2.791213423606186552e+02	-3.963243984478764581e+00	2.633582670463662367e+01
-4.080067204478898475e+02	6.775364866479299053e+02	-8.020048634704009771e+01	-1.196677825278382512e+00	-1.739460281601007807e+01
7.753127962299683986e+02	1.689932511992191451e+02	-4.006952326274069520e+01	4.650937487503692402e+00	-1.944409602083052491e+01
5.919853911728745288e+01	-6.713310910350270433e+01	-3.946352454925415714e+02	1.045922755654372338e+01	-1.244341716651872431e+01
-9.425144476585721520e+00	-8.094184234928986825e+02	-4.019498452287481314e+02	8.544815171717473845e+00	6.348023724992621020e+00
6.733581496543984031e+02	4.129551556933897700e+02	6.642046663288073205e+01	-3.819509487788975477e+00	-2.900738252086411251e+01
-4.855994370554307125e+02	-6.119494069715824480e+02	-5.679404004456093702e+01	-1.373364910576949427e+00	-1.273576135186445590e+01
-6.767172310562036728e+02	-4.240205494005672904e+02	8.201359205897752247e+01	-7.147722367836159663e+00	4.825799522702719280e+00
-5.701379952623698699e+01	8.802244492012506498e+02	-3.844587402670037477e+02	-1.795219442874558169e+01	-7.421346309982734812e-01
-2.315124056022032448e+02	7.482120625781916488e+02	-2.553641004059587161e+01	-1.295041782672073705e+00	5.859491731325360497e+00
-4.876303602528897159e+02	2.649949913757220088e+02	3.828199089585263550e+02	1.387564803163170879e+01	1.040487218128148683e+01
-2.289744929603446337e+02	-1.159502678963489473e+02	4.584185695714977555e+02	-7.678827295177843126e+00	2.918598812502674278e+00
-2.790727861124960896e+01	-5.338683026766585726e+02	-3.144080342176525278e+02	5.711818048171536377e-01	3.538625252017485678e+00
-5.359438026971347426e+02	6.052898585633965922e+02	-3.216274541457664071e+01	-1.919841072982429120e+00	2.063487981303328667e+00
4.716201192454169444e+01	4.089676695934260806e+02	5.844556215418081990e+01	4.676396395164792885e+00	1.081022814201206828e+01
7.407109293311231113e+02	-3.104536818397824618e+02	5.252112701516617221e+01	-1.557926641233848386e+00	-3.763865471762394499e+00
6.201058444057143788e+02	4.039099415236858022e+02	3.423223948191316026e+02	-9.167823562743647514e+00	-1.943229696314747912e+01
7.480841108265170760e+02	6.037296180236593273e+02	2.824080297276078682e+02	-8.086787733572604608e+00	1.801148684316401294e+00
-3.435506932834658755e+01	-3.894272278248432144e+02	4.418491584495502167e+01	1.815966917065989783e+00	-4.629490363290968524e+00
-9.171603522718221768e+01	7.872867273353142537e+02	7.218188063863669868e+01	-2.020984173473137080e+00	3.526228763024306545e+00
-7.416105896937797581e+01	4.637375586935096976e+02	-2.079431940931277438e+02	4.165301473298791635e+00	2.160867717052080472e+00
7.967803526862404624e+02	-1.650702509213843427e+01	-8.188358034136935260e+01	-1.223023093405786454e+01	1.618076996644876075e+01
-5.832285702204844711e+02	5.497856471934276215e+02	5.836142492237126334e-01	2.026845183830071839e+00	-1.212459537089854766e+00
-6.136486766351232092e+01	-8.930341311002007387e+01	3.912494495295937895e+02	5.781388658151971782e+00	-1.275176477893083060e+01
-6.078027498613639068e+01	-8.711885171912907708e+02	4.018808978581983524e+02	-1.331351967408673231e-01	7.008594755855793501e+00
5.300816210164587119e+02	-6.043931802134568443e+02	-1.540611429372211028e+01	-2.702182600669154056e+00	1.703815934985970415e+01
3.310178653584485886e+01	-7.564530018773070879e+02	3.911970902912229917e+02	7.637836506653226998e+00	3.274933200705762104e+00
-2.211169941209437866e+02	-1.105381364600499126e+02	4.559446144365108466e+02	2.773851047797641023e+00	-2.778255096905122734e+00
8.332940230485978645e+02	7.089544107725286040e+02	2.640645843815440799e+02	-9.370611851724618191e+00	-6.084802299078305943e+00
-1.676178028505490829e+02	-1.842528085143569001e+02	4.720066926559978810e+02	-5.904394683325481452e+00	1.164578544043271258e+01
-5.955677509349029464e+01	-8.638631380260375181e+02	3.892762875495825483e+02	-1.301649588194479179e+01	-1.641889578374879832e+01
-6.340581833260200995e+01	-6.942651832477717733e+01	3.950395967875136876e+02	5.151388802615723073e+00	2.016430605356421601e+00
6.899910411111810618e+02	4.328581202223279547e+02	7.435687162456019905e+01	-1.160735589929883638e+01	-6.435294312673751627e+00
7.904305385765894698e+02	-1.708918608327754995e+01	-8.007251556771092282e+01	-1.451281279504083699e+01	8.564350222783428279e+00
6.101465809113775549e+02	-5.521023170747060931e+02	2.680089739991897346e+01	2.675836625287262294e+00	-3.223376715101804457e+00
-6.928988583654316358e+01	-3.850166668866827422e+02	-7.473145452578455661e+01	5.208998288919538311e+00	3.208757130331806984e+00
5.274738352056396025e+02	-6.073064897349021294e+02	-1.872115320777555780e+01	1.491076073395489310e+01	2.873231618580806668e+00
-9.986733717316873253e+02	9.358225792430359888e+02	1.896425047844292067e+02	-1.124537276638854522e+01	-1.825733469300842016e-01
8.049454769011412054e+02	9.659262705740869137e+01	-4.840407070108354759e+01	1.015225456162392703e+01	1.155204584046186422e+00
7.856598651917759071e+02	4.577168051262846404e+01	-6.233402077807048158e+01	-9.612856853931351253e+00	1.182562651222283989e+01
-8.099845915250521955e+01	-9.608108724187047756e+02	3.683152122170916982e+02	-3.240541747081873147e+00	-1.111155273344497596e+00
