1.838517859472614475e+02	-1.333331982027425795e+02	4.760244384191555582e+02	-3.963243984478764581e+00	2.633582670463662367e+01	6.776006268787689635e+00	-6.536089631428014357e+00	-8.634613098931620545e-01
-8.011748193211697071e+02	-2.330841113041672941e+01	-8.918653299705918869e+01	1.266874748834127651e+01	-9.597476480933943677e+00	4.650937487503692402e+00	-1.944409602083052491e+01	9.014232546991525652e+00
2.790017016630944227e+02	-7.502716039249429514e+02	-3.229490062323094435e+01	-1.244341716651872431e+01	-9.001310231659362060e+00	-9.948218622561856961e+00	-1.950196082501303607e+00	8.544815171717473845e+00
8.633272587710533230e+01	-1.178277053982923235e+03	1.510185068407361655e+02	-1.272057343533102447e+01	-3.819509487788975477e+00	-2.900738252086411251e+01	1.279209334913293183e+01	1.383480697200755394e+01
-6.459843904991285513e+01	7.903932418637913315e+01	-4.045696540056218851e+02	-8.239633321962311907e-01	3.961098156151197536e+00	4.408254321329346581e+00	-7.147722367836159663e+00	4.825799522702719280e+00
-6.741636642210638684e+02	-4.287537117385232364e+02	8.483269640788577703e+01	-1.795219442874558169e+01	-7.421346309982734812e-01	-4.776579076478836505e+00	-1.898469508550997276e+01	-1.331618862435526651e+01
5.237757231107205769e+01	-7.923380092020865959e+02	7.583726923932140096e+01	1.199595014647507085e+01	1.274720132862334765e+01	1.387564803163170879e+01	1.040487218128148683e+01	-1.368090602339996131e+01
-4.678107217835886900e+01	-8.018863023985961718e+02	6.803049136941878317e+01	2.918598812502674278e+00	-6.572175833475254692e+00	3.007146555857935333e+00	-1.313495081422258970e+01	5.711818048171536377e-01
-1.911811024150732763e+01	8.201894186254078249e+02	-3.951804471645982062e+02	-1.524006102703225007e+00	-1.919841072982429120e+00	2.063487981303328667e+00	-1.290996259862421347e+01	-1.748838282767074120e-02
3.495960276727568612e+02	7.110990212447323984e+02	-6.742438328376725565e+01	-1.744122167908862764e+00	-1.252668322507176768e+01	-1.587818203274240780e-01	-1.557926641233848386e+00	-3.763865471762394499e+00
-1.577318787699149141e+02	-1.905208478172568221e+02	4.908186085104549079e+02	-9.167823562743647514e+00	-1.943229696314747912e+01	-3.351042086673497344e+00	2.066559190376294097e+00	-5.640643522996381387e-01
-7.810001930513274147e+02	6.320947179728835863e+02	2.794200114657095924e+02	1.362339376919288902e+01	-5.122193004772684688e+00	1.815966917065989783e+00	-4.629490363290968524e+00	-4.010800222839852935e+00
-8.035560931151819375e+01	-4.404272466808121180e+02	1.904784271539168117e+02	3.526228763024306545e+00	-6.435032912268793481e+00	8.248395315058624888e+00	-4.688960557094335790e+00	4.165301473298791635e+00
-9.674019293785302409e+01	-7.964804774865165200e+02	7.340850980484707122e+01	-4.042152452405199270e+00	-1.223023093405786454e+01	1.618076996644876075e+01	-5.663947723400559298e+00	-3.765711616033776465e+00
-4.174766907177402686e+01	7.607168720366646539e+02	3.966486797044556738e+02	-2.110857506155269014e+00	-6.499061005402644753e+00	-8.600666181051104531e-02	5.781388658151971782e+00	-1.275176477893083060e+01
7.908891314881037715e+02	6.068736132727359234e+01	-6.373981819808358296e+01	-1.331351967408673231e-01	7.008594755855793501e+00	-1.073743867395144136e+01	-1.488936794793762530e+01	5.026522875835427229e+00
8.281688861806590012e+02	7.245892940353702443e+02	2.484757520404816091e+02	-1.031091820239109502e+01	-5.160481667633690428e+00	7.637836506653226998e+00	3.274933200705762104e+00	-3.321594000676701519e+00
7.956977141997421086e+02	6.570811223303638826e+02	2.707203304141015678e+02	-2.778255096905122734e+00	9.293548227369653247e+00	1.056177783583155438e+01	5.256742497013139115e+00	-9.370611851724618191e+00
7.192160856459166496e+01	1.172435699094295842e+03	-1.330719949865641070e+02	-7.073213853802089446e+00	-5.904394683325481452e+00	1.164578544043271258e+01	-1.995326852738327439e+00	1.590919131183046531e+01
-6.719154557725406676e+02	4.253158539103502562e+02	5.906451844834639076e+01	-8.610046698989780367e+00	5.579926135728355163e+00	2.134985858355559429e+00	5.151388802615723073e+00	2.016430605356421601e+00
3.257398438698321286e+01	-1.988508392606198427e+01	-4.013075850262309245e+02	-1.160735589929883638e+01	-6.435294312673751627e+00	-9.232444666691170809e+00	6.129625911667755389e+00	-1.282797087578954720e+00
7.175427414681772120e+01	-7.867707927896234423e+02	7.120778775321424803e+01	-2.604024823115984333e+01	-4.852593622819000529e+00	2.675836625287262294e+00	-3.223376715101804457e+00	-2.310031696441061211e+00
5.721000955058900672e+02	5.854637182373427322e+02	8.336673100592935981e+00	3.208757130331806984e+00	-1.023253289137102406e+01	-1.496211210654814394e+01	4.145408090683277536e+00	1.491076073395489310e+01
-7.111006596753469466e+01	1.144767070824040502e+03	2.037548854645052359e+02	-1.370122452636098487e+01	-1.124537276638854522e+01	-1.825733469300842016e-01	1.101503391522807718e+01	-1.766163603069521360e+00
1.484416402116396583e+01	-1.068999554424872713e+03	-2.853308640817206765e+02	-1.317296586058015251e+01	2.573207936876416024e+00	1.349981980385536318e+01	-9.612856853931351253e+00	1.182562651222283989e+01
-6.755770971482423874e+02	4.374908933019398773e+02	8.173873419410455199e+01	-3.240541747081873147e+00	-1.111155273344497596e+00	-1.342434187138615087e+01	9.218667080919134449e+00	2.592517846435822726e+00
5.723426483185811264e+01	1.009710835619722161e+03	3.410245356889836330e+02	1.170934594295600029e+01	2.446909969813019003e+00	-1.844627685224975888e+00	1.277206880202824024e+00	-1.512564895914429641e+01
3.737719118138063550e+02	9.834282976840998458e+01	4.094179740330025083e+02	-2.637150336084044255e+01	-1.728931153922501351e-01	2.102256226688844709e+00	3.216769896973038101e+01	-9.121208030079149154e+00
1.513430205707787763e+02	-1.823506480938642369e+02	4.809690329610644426e+02	-1.300674229858268305e+01	2.964583294286842197e+00	-5.909088938681630765e+00	9.146217467449606175e+00	-6.553192050930935153e+00
9.113600169545757126e+02	8.082616908586797990e+02	2.432171372692538682e+02	1.489250989631739230e+01	-1.183724041180470721e+01	3.618999975483313536e-01	2.164607712167481068e+01	-2.363328515692731113e-01
2.274286502996878312e+01	3.661028962045354973e+01	3.972502346875086232e+02	2.076448048555948667e+00	-1.192574588126106949e+00	1.255444195299064347e+01	9.268800222573785774e+00	-2.917474984474895283e+00
-6.475358792109109629e+01	9.323769967330430291e+02	-3.875147605863276112e+02	1.993304685820799227e+00	4.373520926868543768e-01	-7.890132828513603869e+00	1.171005307123839501e+01	-6.491971427071444367e+00
3.444503152247694970e+02	7.157523184942789385e+02	-8.197839153999809980e+01	-1.080376623005566294e+01	3.352415045334415034e+00	1.465144866950017821e+01	-3.251101222166113303e+00	6.524353397974563151e+00
-7.958604547654711041e+02	-1.117629127023285349e+02	-5.442206032834722862e+01	-3.287093589525300619e+00	1.497175076834711227e+01	-5.126182963914667212e-01	5.447602929160126450e+00	9.967514154744845811e+00
-6.642829519331785377e+02	4.214817475350139944e+02	7.157895429042775959e+01	1.200478242246179761e+01	-1.356078294785691973e+01	2.255991885330982605e+00	6.865060001820556757e+00	-1.606398499387181378e+00
8.909186824774201341e+01	-8.851488582737429169e+02	-3.874287883575873366e+02	-8.714354188718077765e+00	-2.292858652231173799e+00	-9.757163175122240517e+00	-6.449019235091332902e+00	7.336369630508366768e+00
-7.593798719319003112e+02	-2.846887335479192984e+02	4.981633654111666942e+01	-5.985748971911933225e+00	2.162131970720677643e+01	-3.361923807681092669e+00	3.952764670237144173e+00	4.062353207520313703e+00
3.756345804613331438e+02	9.839340050139612970e+01	4.270728918557244356e+02	-4.284491276782703473e+00	-6.182317443740136476e+00	-1.578718931414778481e+01	-7.019379586380479097e+00	-6.497506701992758593e+00
-7.866712762539983714e+02	1.605033779511495879e+02	-2.748781817454761622e+01	5.278169378026092318e+00	-1.137666419059823397e+01	1.207287843554123441e+01	-6.738444987464341729e+00	-1.531568468202395827e+01
-6.820803450941263009e+02	4.011290112193155437e+02	7.139882100908903340e+01	1.519333950488647567e+01	1.269131730258327551e+01	-2.612642360052634505e+00	6.966250662745422595e+00	-2.842198365463293896e+01
3.113901292167132340e+01	2.532834419108828001e+02	3.096672169546125133e+02	-3.252554986208241239e+00	7.616374291842938682e+00	-1.247081329347933476e+01	1.213711659320661340e+01	-9.712523410329211515e+00
-1.757384053753757769e+01	-8.108905007671274916e+02	3.969595767031331661e+02	4.440379888078379578e-01	1.007576864517652382e+01	-1.920358044475951598e+00	-3.187481654057506830e-01	-4.589997574568796423e+00
4.241574838538420877e+00	8.033978604989312089e+02	8.588809782410419302e+01	4.903605373094467090e+00	1.187138377837001357e+01	-3.145230893142669348e+00	-5.649495484298702186e-01	9.458252897950412574e+00
3.125655278042873988e+02	-1.380552706352518655e+01	4.426980142382349754e+02	1.728726063854508554e+00	-5.151182580131457911e+00	1.656480013885389369e+01	3.975296540133823608e+00	3.462014745526124315e+00
3.854083514993503172e+02	7.028975480295097213e+02	-8.342580870395515547e+01	1.319412536481131681e+01	-8.555258735421741534e+00	3.749675652847165974e+00	-8.696468929642207968e+00	-4.218707584015056078e+00
-4.207588270740495773e+01	3.892586358599920118e+02	6.985529591928445825e+01	4.364327371318610371e-01	2.207502182753242170e+00	-1.555139493586874799e+01	-3.176867663981461920e+00	-4.170548654694223423e+00
4.721810386779043256e+02	2.044213673028526159e+02	3.906078255349952428e+02	1.115050266949330471e+01	5.547717226366801757e-01	1.897926501269826716e+01	1.022161708907832356e+01	1.568496998810175569e+01
-3.588643004582368121e+02	-6.989349182923249373e+02	-7.067119460718180335e+01	3.934838104696662509e+00	-8.988557655726065576e+00	-1.181182029835576586e+01	-2.481451842587999224e+01	1.148492784550118628e+01
6.400082366484317618e+02	4.629278186376149620e+02	5.541683904431907592e+01	-1.709132774707686764e-01	-5.992188466606629405e+00	7.107748182836941098e+00	-3.594337362156754256e+00	-9.547811478412812747e+00
5.517765581425561550e+02	3.298089559037194931e+02	3.391319234926382933e+02	4.473233730780110662e+00	-1.123435486099310587e+01	1.531433107416236439e+01	5.345808152342299557e+00	-6.137100724522436934e+00
1.817791558125468896e+02	-7.542935412005834905e+02	2.044253714817639533e+01	-2.201145721931479837e+00	-5.223943933961577857e-01	-1.939861074935927077e+00	-1.645916836235645064e+01	1.364367274533648988e+01
-5.815359281076767672e+01	1.212157612386230767e+03	8.378994031293446199e+01	-1.155156441800562384e+01	-7.080989033046691361e+00	-5.834939837857207934e+00	1.747958826830098999e+01	2.168997190171191858e-01
-9.796241869322612956e+02	8.952482016978077581e+02	2.200245027107547742e+02	-2.846169318909598012e+00	1.695963715585392961e+01	8.599720412688776960e+00	9.292331578290863092e+00	2.594305454437856984e+00
