7.511118623079003100e+02	5.706913615815079766e+02	2.687288152266537509e+02
4.972665347389826138e+02	6.362931427236331956e+02	-5.101301872316009423e+01
-2.597063052310234639e+02	-7.480141678453308032e+02	-2.351713285060498748e+01
4.655938522434738047e+01	5.301166986726283881e+01	4.059118419475350379e+02
6.371259267415362615e+01	6.968794321488701371e+02	-3.853867538012886484e+02
5.375138975640284116e+02	-5.734083725493156862e+02	5.819373768738437036e+00
7.008641180396955406e+02	-4.131692249128163326e+02	8.337665183407136738e+01
-4.024002509142277972e+02	6.810085753950725120e+02	-9.161166413011380882e+01
-5.332686731371578759e+01	6.261573760204234418e+01	-3.902626577775473038e+02
4.951669894726958887e+01	8.164914198488658030e+02	7.694474944007259865e+01
-7.513912587332204112e+02	5.744618741733147544e+02	2.831600414853149346e+02
-3.490518917758209341e+02	5.425152613928013778e+01	4.247641190510754541e+02
-8.817246207666076430e+01	4.105484243393250381e+02	-1.351751298975763120e+02
-1.300761237950069074e+02	7.906282529911264874e+02	4.664888113341904585e+01
-6.269094791501140662e+01	3.965917940877024535e+02	-7.728441843624683827e+01
6.426278892748664475e+02	-4.780003062686498083e+02	6.416721826507688320e+01
-8.378955084815712553e+02	7.255214525195730175e+02	2.794174295021646230e+02
-4.935082296375437068e+02	2.548858448510454480e+02	3.749256097750596837e+02
-3.743641882044747149e+01	-4.847787029054391610e+02	2.588220753913726071e+02
7.534567407344200092e+02	2.870244823621740125e+02	5.000039663652534472e+01
-5.453578929075236914e+01	-1.188681227906285585e+03	-6.488523571228618891e+01
-7.402648120084735410e+02	-3.245169411420280312e+02	4.792010379334999470e+01
-7.222885959764848849e+02	-2.891487220576463528e+02	6.607779582763976123e+01
-1.869059804312079720e+01	-1.066526422345314813e+03	2.864995127388526726e+02
7.091687267561225383e+01	-6.956592034060141714e+02	3.796887261193476775e+02
-2.090686494559736843e+02	7.851522742786851268e+02	-7.446691689879926912e+00
-5.295227048548963467e+01	-1.868329982999474623e+02	3.417892336171344709e+02
-7.227705918692381601e+02	5.678621080431345263e+02	2.920785543489903944e+02
-8.461649125140341994e+02	7.297229642280726694e+02	2.680117102649254548e+02
1.020929731115531780e+02	-2.774375347885796828e+02	5.046576678682355350e+02
2.584532114750799892e+01	4.150325518466819972e+02	5.723374930355461032e+01
5.619999612676033962e+01	-6.986642486019030684e+02	3.874304435452688722e+02
7.861248062148341660e+02	-1.549223431670987452e+02	-2.407619231027072715e+01
-5.171199442116566161e+02	-5.951342550999252126e+02	-3.842804315151379768e+01
-7.589014430662982704e+02	2.494685852944826365e+02	2.528171509735699374e+01
1.684162213735532276e+01	1.195121775055210946e+03	-1.422851088218843607e+01
5.618430597339431642e+02	5.665869205407478830e+02	-4.925481511314288241e+00
-6.422842170847786747e+02	4.528120015161223932e+02	3.315655376623021766e+02
5.341479363721578011e+02	6.168416835229771777e+02	-2.965878743216831737e+01
7.175351680066938798e+02	-3.497126330353020194e+02	7.270772349089540398e+01
-3.932384542127751104e+01	-4.052025203304417573e+02	5.060563868053593239e+01
-5.639387068897288202e+01	-2.480114571020111782e+02	2.790436477558801585e+02
4.366167463494336971e+02	6.640156680659129051e+02	-6.584924073887307827e+01
7.207584824309479643e+01	-2.925812992521854312e+02	5.021806637726525651e+02
-6.820793014823241265e+02	-4.147086057203658243e+02	8.481147395208516571e+01
-7.953272996868037126e+01	4.547655014689768223e+02	-1.815679128727329044e+02
8.630810505397715815e+02	7.439711877422081443e+02	2.478610846150356508e+02
-7.835741164648429731e+02	-1.314240846509227936e+02	-4.324573663821453806e+01
-4.973522421093081789e+02	6.213727308501113384e+02	-7.131963394122247735e+01
9.651169245624565463e+01	-2.262438278610006250e+02	4.937122433162103903e+02
-4.965332649864021164e+02	-6.204292187034340031e+02	-5.663208924319624060e+01
-8.576107265773283928e+01	-3.882590078394973148e+02	-9.259557465954685540e+01
-4.078609313685375355e+02	1.497207733604299733e+02	3.895555296790151374e+02
3.295580224474724105e+02	2.824687103878740047e+01	4.281153759208238512e+02
7.636754946692492467e+02	-2.578370501782627002e+02	3.347994001477555770e+01
2.652745161715568400e+01	-5.531705558904768623e+02	2.966155334696185264e+02
-8.121822611256908431e+01	-3.835357294915853004e+02	-1.446705155154409965e+02
7.793622979630866894e+02	-2.313028665970861368e+02	7.601925748641322755e+00
