8.776376853176683426e+02	7.393502836535288907e+02	2.265957161644009830e+02	7.719357792389142325e+00	3.566059737911415173e+00	4.179957605670011844e+00	-1.603532762258314648e+00
7.772233116424237096e+02	2.315955557787541181e+02	1.993335664528103734e+01	4.882392255251605917e+00	8.817932857322546170e+00	-3.900453327089902889e+00	-3.493469500993519716e+00
-4.655164119147129895e+02	6.314531506713267390e+02	-6.333564814265151455e+01	1.459306298762246001e+01	1.633000084137262320e+01	8.513571740079246553e-01	3.972716119181225913e+00
-7.370519050312028142e+00	-5.390364116854559597e+02	-3.138505048140353892e+02	-1.294808342553953118e+01	9.862398757632341528e+00	6.243439578807167933e+00	4.322085173324746066e+00
8.111754229497894642e+01	4.118949948195234469e+02	7.193950658132467879e+01	-2.279721348771398759e+00	-6.037744479535222197e+00	-1.054719354551735577e+01	3.024763398285464255e+00
7.193310237023365517e+02	-3.679245367337743460e+02	6.094820306925669939e+01	3.240532700455242665e+00	-2.329675013490437152e+00	8.935856352407984815e-01	9.127205176147397125e-01
1.177099841570817205e+02	-8.018213244440044036e+02	5.004672673744258304e+01	-1.267632751921264900e+00	-3.238727458979763885e+00	1.483999913621260047e+00	-9.441230428995388557e-01
-6.935514569331693338e+02	4.059798852410546033e+02	7.278934879258378032e+01	5.241268281025536879e+00	4.014915099753457284e+00	-8.530802013069214151e-01	8.650642884032224700e-01
4.680403011889642784e+01	5.586238341758154320e+02	-3.148976867110014837e+02	1.963497153428268360e+00	7.277433554886743039e+00	1.611537657736255902e+00	2.270219003129492208e+01
5.914426100770182302e+02	-5.235326222781258139e+02	1.329597628998682168e+01	2.419003137426818739e+01	-1.451556780448118200e+00	1.853496991197800270e+01	-1.490011408450066810e+01
5.802356021045918624e+02	3.565236276775468696e+02	3.485389755729000854e+02	6.815007085730862002e+00	-8.240030717254425596e+00	-2.235536450301579547e-01	1.289342780574387781e+01
-6.396732853229231068e+02	4.647097059224892632e+02	3.254046819637828776e+02	-1.023775155932442260e+01	5.011689319468597859e+00	-2.271672781411585351e+00	1.230053984829822422e+00
